# Dec (deg)	HA (hours)	Track len (sec)	Azimuth Angle (rad)
-27.5000000000	2.8000000000	2102.9759850502	4.6025510132
-27.5000000000	3.0000000000	1392.9759850502	4.5960465379
-27.5000000000	3.2000000000	672.9759850502	4.5895897812
-27.2500000000	-3.3665754050	3731.4995651245	1.5974271061
-27.2500000000	-3.3660278240	3721.4995651245	1.5976855693
-27.2500000000	-3.3654802429	3721.4995651245	1.5976332960
-27.2500000000	-3.3649326619	3721.4995651245	1.5975820436
-27.2500000000	-3.2000000000	3131.4995651245	1.6455917179
-27.2500000000	-3.0000000000	2411.4995651245	1.6289434881
-27.2500000000	-2.8000000000	1691.4995651245	1.6112573865
-27.2500000000	-2.6000000000	971.4995651245	1.5922619931
-27.2500000000	-2.4000000000	261.4995651245	1.5715223590
-27.2500000000	2.3353411343	3751.4995651245	4.6858513208
-27.2500000000	2.3358887153	3751.4995651245	4.6857783609
-27.2500000000	2.3671229861	3631.4995651245	4.6823412302
-27.2500000000	2.3676705671	3631.4995651245	4.6822745997
-27.2500000000	2.3682181482	3631.4995651245	4.6822062196
-27.2500000000	2.4000000000	3521.4995651245	4.6221201788
-27.2500000000	2.6000000000	2801.4995651245	4.6158814528
-27.2500000000	2.8000000000	2081.4995651245	4.6095115253
-27.2500000000	3.0000000000	1361.4995651245	4.6030055232
-27.2500000000	3.2000000000	651.4995651245	4.5961456934
-27.0000000000	-3.3660278240	3750.1179647446	1.5898664576
-27.0000000000	-3.3654802429	3750.1179647446	1.5898127191
-27.0000000000	-3.3649326619	3740.1179647446	1.5900765614
-27.0000000000	-3.3331508101	3630.1179647446	1.5887491181
-27.0000000000	-3.2000000000	3150.1179647446	1.6381737063
-27.0000000000	-3.0000000000	2430.1179647446	1.6213696319
-27.0000000000	-2.8000000000	1720.1179647446	1.6034160511
-27.0000000000	-2.6000000000	1000.1179647446	1.5842189700
-27.0000000000	-2.4000000000	280.1179647446	1.5633337287
-27.0000000000	2.3336983911	3730.1179647446	4.6931856723
-27.0000000000	2.3342459722	3730.1179647446	4.6931169085
-27.0000000000	2.3347935532	3730.1179647446	4.6930463887
-27.0000000000	2.3353411343	3730.1179647446	4.6929740842
-27.0000000000	2.3358887153	3720.1179647446	4.6929978901
-27.0000000000	2.4000000000	3490.1179647446	4.6298297828
-27.0000000000	2.6000000000	2780.1179647446	4.6230779195
-27.0000000000	2.8000000000	2060.1179647446	4.6164576669
-27.0000000000	3.0000000000	1340.1179647446	4.6097370313
-27.0000000000	3.2000000000	620.1179647446	4.6029079749
-26.7500000000	-3.3331508101	3648.8346066475	1.5812299909
-26.7500000000	-3.3326032290	3648.8346066475	1.5811739477
-26.7500000000	-3.3320556479	3648.8346066475	1.5811189954
-26.7500000000	-3.3315080557	3648.8346066475	1.5810650608
-26.7500000000	-3.2000000000	3178.8346066475	1.6306684428
-26.7500000000	-3.0000000000	2458.8346066475	1.6137102220
-26.7500000000	-2.8000000000	1738.8346066475	1.5956724764
-26.7500000000	-2.6000000000	1018.8346066475	1.5762764171
-26.7500000000	-2.4000000000	298.8346066475	1.5551631405
-26.7500000000	2.3336983911	3708.8346066475	4.7002890507
-26.7500000000	2.3342459722	3708.8346066475	4.7002191307
-26.7500000000	2.3347935532	3698.8346066475	4.7002474576
-26.7500000000	2.3353411343	3698.8346066475	4.7001740160
-26.7500000000	2.3358887153	3698.8346066475	4.7000987705
-26.7500000000	2.4000000000	3468.8346066475	4.6373046804
-26.7500000000	2.6000000000	2748.8346066475	4.6304788934
-26.7500000000	2.8000000000	2038.8346066475	4.6233890221
-26.7500000000	3.0000000000	1318.8346066475	4.6164549740
-26.7500000000	3.2000000000	598.8346066475	4.6094412375
-26.5000000000	-3.3331508101	3677.6528425217	1.5733982078
-26.5000000000	-3.3326032290	3677.6528425217	1.5733406991
-26.5000000000	-3.3320556479	3667.6528425217	1.5736101836
-26.5000000000	-3.3315080557	3667.6528425217	1.5735548559
-26.5000000000	-3.2000000000	3197.6528425217	1.6232620548
-26.5000000000	-3.0000000000	2477.6528425217	1.6061514381
-26.5000000000	-2.8000000000	1767.6528425217	1.5878410134
-26.5000000000	-2.6000000000	1047.6528425217	1.5682486730
-26.5000000000	-2.4000000000	327.6528425217	1.5469108664
-26.5000000000	2.3336983911	3687.6528425217	4.7073692316
-26.5000000000	2.3342459722	3677.6528425217	4.7074002602
-26.5000000000	2.3347935532	3677.6528425217	4.7073274593
-26.5000000000	2.3353411343	3677.6528425217	4.7072528836
-26.5000000000	2.3358887153	3677.6528425217	4.7071765093
-26.5000000000	2.4000000000	3447.6528425217	4.6447608171
-26.5000000000	2.6000000000	2727.6528425217	4.6376444279
-26.5000000000	2.8000000000	2007.6528425217	4.6305281374
-26.5000000000	3.0000000000	1287.6528425217	4.6233819652
-26.5000000000	3.2000000000	577.6528425217	4.6159615927
-26.2500000000	-3.3331508101	3696.5759425163	1.5659010489
-26.2500000000	-3.3326032290	3696.5759425163	1.5658421606
-26.2500000000	-3.3320556479	3696.5759425163	1.5657843562
-26.2500000000	-3.3315080557	3696.5759425163	1.5657275602
-26.2500000000	-3.2000000000	3226.5759425163	1.6157594655
-26.2500000000	-3.0000000000	2506.5759425163	1.5984981852
-26.2500000000	-2.8000000000	1786.5759425163	1.5801173530
-26.2500000000	-2.6000000000	1066.5759425163	1.5603314769
-26.2500000000	-2.4000000000	346.5759425163	1.5387726971
-26.2500000000	2.3336983911	3656.5759425163	4.7145300939
-26.2500000000	2.3342459722	3656.5759425163	4.7144579071
-26.2500000000	2.3347935532	3656.5759425163	4.7143839795
-26.2500000000	2.3353411343	3656.5759425163	4.7143082824
-26.2500000000	2.3358887153	3646.5759425163	4.7143349991
-26.2500000000	2.4000000000	3416.5759425163	4.6524228386
-26.2500000000	2.6000000000	2706.5759425163	4.6447927202
-26.2500000000	2.8000000000	1986.5759425163	4.6374308080
-26.2500000000	3.0000000000	1266.5759425163	4.6300737945
-26.2500000000	3.2000000000	546.5759425163	4.6226938418
-26.0000000000	-3.3331508101	3725.6070866585	1.5580823742
-26.0000000000	-3.3326032290	3725.6070866585	1.5580220279
-26.0000000000	-3.3320556479	3715.6070866585	1.5582980150
-26.0000000000	-3.3315080557	3715.6070866585	1.5582398375
-26.0000000000	-3.2000000000	3245.6070866585	1.6083657580
-26.0000000000	-3.0000000000	2525.6070866585	1.5909555872
-26.0000000000	-2.8000000000	1815.6070866585	1.5722968645
-26.0000000000	-2.6000000000	1095.6070866585	1.5523201917
-26.0000000000	-2.4000000000	375.6070866585	1.5305439935
-26.0000000000	2.3024641203	3745.6070866585	4.7253607092
-26.0000000000	2.3336983911	3635.6070866585	4.7215650599
-26.0000000000	2.3342459722	3635.6070866585	4.7214917537
-26.0000000000	2.3347935532	3625.6070866585	4.7215230226
-26.0000000000	2.3353411343	3625.6070866585	4.7214462235
-26.0000000000	2.4000000000	3395.6070866585	4.6598419558
-26.0000000000	2.6000000000	2675.6070866585	4.6521506503
-26.0000000000	2.8000000000	1955.6070866585	4.6445448223
-26.0000000000	3.0000000000	1245.6070866585	4.6367509480
-26.0000000000	3.2000000000	525.6070866585	4.6291894965
-25.7500000000	-3.3320556479	3744.7493553162	1.5504858262
-25.7500000000	-3.3315080557	3744.7493553162	1.5504261878
-25.7500000000	-3.2997262039	3624.7493553162	1.5493084332
-25.7500000000	-3.2991786228	3624.7493553162	1.5492468498
-25.7500000000	-3.2000000000	3274.7493553162	1.6008668057
-25.7500000000	-3.0000000000	2554.7493553162	1.5833095076
-25.7500000000	-2.8000000000	1834.7493553162	1.5645942735
-25.7500000000	-2.6000000000	1114.7493553162	1.5444295780
-25.7500000000	-2.4000000000	404.7493553162	1.5223251174
-25.7500000000	2.3002737961	3724.7493553162	4.7327226423
-25.7500000000	2.3008213772	3724.7493553162	4.7326471210
-25.7500000000	2.3013689582	3724.7493553162	4.7325698587
-25.7500000000	2.3019165393	3724.7493553162	4.7324908267
-25.7500000000	2.3024641203	3724.7493553162	4.7324100015
-25.7500000000	2.4000000000	3374.7493553162	4.6672407021
-25.7500000000	2.6000000000	2654.7493553162	4.6592652013
-25.7500000000	2.8000000000	1934.7493553162	4.6514171645
-25.7500000000	3.0000000000	1214.7493553162	4.6436425748
-25.7500000000	3.2000000000	494.7493553162	4.6359007703
-25.5000000000	-3.2997262039	3654.0057201385	1.5414780407
-25.5000000000	-3.2991786228	3654.0057201385	1.5414149986
-25.5000000000	-3.2986310418	3654.0057201385	1.5413530305
-25.5000000000	-3.2980834607	3644.0057201385	1.5416366790
-25.5000000000	-3.2000000000	3294.0057201385	1.5934867995
-25.5000000000	-3.0000000000	2584.0057201385	1.5756649642
-25.5000000000	-2.8000000000	1864.0057201385	1.5567858186
-25.5000000000	-2.6000000000	1144.0057201385	1.5364358744
-25.5000000000	-2.4000000000	424.0057201385	1.5142356114
-25.5000000000	2.3002737961	3704.0057201385	4.7397512160
-25.5000000000	2.3008213772	3704.0057201385	4.7396745843
-25.5000000000	2.3013689582	3694.0057201385	4.7397067707
-25.5000000000	2.3019165393	3694.0057201385	4.7396266447
-25.5000000000	2.3024641203	3694.0057201385	4.7395447308
-25.5000000000	2.4000000000	3344.0057201385	4.6748502641
-25.5000000000	2.6000000000	2624.0057201385	4.6665928722
-25.5000000000	2.8000000000	1914.0057201385	4.6582726793
-25.5000000000	3.0000000000	1194.0057201385	4.6502914062
-25.5000000000	3.2000000000	474.0057201385	4.6423703710
-25.2500000000	-3.2997262039	3683.3790349960	1.5336528331
-25.2500000000	-3.2991786228	3683.3790349960	1.5335883361
-25.2500000000	-3.2986310418	3673.3790349960	1.5338743063
-25.2500000000	-3.2980834607	3673.3790349960	1.5338119651
-25.2500000000	-3.2000000000	3323.3790349960	1.5859924216
-25.2500000000	-3.0000000000	2603.3790349960	1.5681462444
-25.2500000000	-2.8000000000	1883.3790349960	1.5491054003
-25.2500000000	-2.6000000000	1173.3790349960	1.5284489328
-25.2500000000	-2.4000000000	453.3790349960	1.5060420462
-25.2500000000	2.3002737961	3673.3790349960	4.7468670015
-25.2500000000	2.3008213772	3673.3790349960	4.7467892780
-25.2500000000	2.3013689582	3673.3790349960	4.7467098247
-25.2500000000	2.3019165393	3673.3790349960	4.7466286132
-25.2500000000	2.3024641203	3673.3790349960	4.7465456197
-25.2500000000	2.4000000000	3323.3790349960	4.6822088359
-25.2500000000	2.6000000000	2603.3790349960	4.6736718669
-25.2500000000	2.8000000000	1883.3790349960	4.6653448409
-25.2500000000	3.0000000000	1163.3790349960	4.6571583735
-25.2500000000	3.2000000000	443.3790349960	4.6490593103
-25.0000000000	-3.2997262039	3702.8720269203	1.5261871513
-25.0000000000	-3.2991786228	3702.8720269203	1.5261212985
-25.0000000000	-3.2986310418	3702.8720269203	1.5260565099
-25.0000000000	-3.2980834607	3702.8720269203	1.5259927110
-25.0000000000	-3.2000000000	3352.8720269203	1.5784982340
-25.0000000000	-3.0000000000	2632.8720269203	1.5605103212
-25.0000000000	-2.8000000000	1912.8720269203	1.5413099980
-25.0000000000	-2.6000000000	1192.8720269203	1.5205979491
-25.0000000000	-2.4000000000	472.8720269203	1.4979880588
-25.0000000000	2.3002737961	3652.8720269203	4.7538465066
-25.0000000000	2.3008213772	3652.8720269203	4.7537676995
-25.0000000000	2.3013689582	3642.8720269203	4.7538019947
-25.0000000000	2.3019165393	3642.8720269203	4.7537197146
-25.0000000000	2.3024641203	3642.8720269203	4.7536356581
-25.0000000000	2.4000000000	3292.8720269203	4.6897815871
-25.0000000000	2.6000000000	2572.8720269203	4.6809674755
-25.0000000000	2.8000000000	1852.8720269203	4.6724037675
-25.0000000000	3.0000000000	1142.8720269203	4.6637774405
-25.0000000000	3.2000000000	422.8720269203	4.6555015232
-24.7500000000	-3.2997262039	3732.4872884750	1.5183779769
-24.7500000000	-3.2991786228	3732.4872884750	1.5183106803
-24.7500000000	-3.2986310418	3732.4872884750	1.5182444429
-24.7500000000	-3.2980834607	3722.4872884750	1.5185378366
-24.7500000000	-3.2000000000	3372.4872884750	1.5711382156
-24.7500000000	-3.0000000000	2662.4872884750	1.5528766123
-24.7500000000	-2.8000000000	1942.4872884750	1.5335190425
-24.7500000000	-2.6000000000	1222.4872884750	1.5126301564
-24.7500000000	-2.4000000000	502.4872884750	1.4898208927
-24.7500000000	2.2668491899	3742.4872884750	4.7651866780
-24.7500000000	2.2673967710	3742.4872884750	4.7651055805
-24.7500000000	2.2679443521	3742.4872884750	4.7650227553
-24.7500000000	2.2684919443	3742.4872884750	4.7649381718
-24.7500000000	2.2690395254	3732.4872884750	4.7649687900
-24.7500000000	2.4000000000	3262.4872884750	4.6973363150
-24.7500000000	2.6000000000	2552.4872884750	4.6880091550
-24.7500000000	2.8000000000	1832.4872884750	4.6792106617
-24.7500000000	3.0000000000	1112.4872884750	4.6706183034
-24.7500000000	3.2000000000	392.4872884750	4.6621667886
-24.5000000000	-3.2663016089	3642.2272667885	1.5091455537
-24.5000000000	-3.2657540278	3642.2272667885	1.5090768953
-24.5000000000	-3.2652064468	3632.2272667885	1.5093726657
-24.5000000000	-3.2646588657	3632.2272667885	1.5093061482
-24.5000000000	-3.2000000000	3402.2272667885	1.5636499550
-24.5000000000	-3.0000000000	2682.2272667885	1.5453840277
-24.5000000000	-2.8000000000	1972.2272667885	1.5257327567
-24.5000000000	-2.6000000000	1252.2272667885	1.5046698550
-24.5000000000	-2.4000000000	532.2272667885	1.4816648536
-24.5000000000	2.2668491899	3722.2272667885	4.7721536709
-24.5000000000	2.2673967710	3712.2272667885	4.7721906263
-24.5000000000	2.2679443521	3712.2272667885	4.7721067391
-24.5000000000	2.2684919443	3712.2272667885	4.7720210996
-24.5000000000	2.2690395254	3712.2272667885	4.7719336871
-24.5000000000	2.4000000000	3242.2272667885	4.7046319230
-24.5000000000	2.6000000000	2522.2272667885	4.6952709520
-24.5000000000	2.8000000000	1802.2272667885	4.6862396739
-24.5000000000	3.0000000000	1082.2272667885	4.6774467149
-24.5000000000	3.2000000000	372.2272667885	4.6685803040
-24.2500000000	-3.2663016089	3672.0942583084	1.5013230486
-24.2500000000	-3.2657540278	3662.0942583084	1.5016210185
-24.2500000000	-3.2652064468	3662.0942583084	1.5015520718
-24.2500000000	-3.2646588657	3662.0942583084	1.5014841030
-24.2500000000	-3.2000000000	3432.0942583084	1.5561625260
-24.2500000000	-3.0000000000	2712.0942583084	1.5377603390
-24.2500000000	-2.8000000000	1992.0942583084	1.5180949964
-24.2500000000	-2.6000000000	1282.0942583084	1.4967172744
-24.2500000000	-2.4000000000	562.0942583084	1.4735201722
-24.2500000000	2.2668491899	3692.0942583084	4.7792145999
-24.2500000000	2.2673967710	3692.0942583084	4.7791313789
-24.2500000000	2.2679443521	3692.0942583084	4.7790464420
-24.2500000000	2.2684919443	3682.0942583084	4.7790810500
-24.2500000000	2.2690395254	3682.0942583084	4.7789926008
-24.2500000000	2.4000000000	3212.0942583084	4.7121468802
-24.2500000000	2.6000000000	2492.0942583084	4.7025163359
-24.2500000000	2.8000000000	1782.0942583084	4.6930115390
-24.2500000000	3.0000000000	1062.0942583084	4.6840195437
-24.2500000000	3.2000000000	342.0942583084	4.6752205792
-24.0000000000	-3.2663016089	3692.0903978348	1.4938800196
-24.0000000000	-3.2657540278	3692.0903978348	1.4938085855
-24.0000000000	-3.2652064468	3692.0903978348	1.4937381980
-24.0000000000	-3.2646588657	3692.0903978348	1.4936687832
-24.0000000000	-3.2000000000	3462.0903978348	1.5486761354
-24.0000000000	-3.0000000000	2742.0903978348	1.5301395302
-24.0000000000	-2.8000000000	2022.0903978348	1.5103236815
-24.0000000000	-2.6000000000	1302.0903978348	1.4889212230
-24.0000000000	-2.4000000000	592.0903978348	1.4653870761
-24.0000000000	2.2668491899	3662.0903978348	4.7862522784
-24.0000000000	2.2673967710	3662.0903978348	4.7861680168
-24.0000000000	2.2679443521	3662.0903978348	4.7860820453
-24.0000000000	2.2684919443	3662.0903978348	4.7859943341
-24.0000000000	2.2690395254	3652.0903978348	4.7860283264
-24.0000000000	2.4000000000	3182.0903978348	4.7196423750
-24.0000000000	2.6000000000	2472.0903978348	4.7094999189
-24.0000000000	2.8000000000	1752.0903978348	4.7000091167
-24.0000000000	3.0000000000	1032.0903978348	4.6908197420
-24.0000000000	3.2000000000	312.0903978348	4.6818490030
-23.7500000000	-3.2663016089	3722.2176518440	1.4860760153
-23.7500000000	-3.2657540278	3722.2176518440	1.4860031517
-23.7500000000	-3.2652064468	3722.2176518440	1.4859313292
-23.7500000000	-3.2646588657	3722.2176518440	1.4858604740
-23.7500000000	-3.2000000000	3492.2176518440	1.5411909931
-23.7500000000	-3.0000000000	2772.2176518440	1.5225218181
-23.7500000000	-2.8000000000	2052.2176518440	1.5025577213
-23.7500000000	-2.6000000000	1332.2176518440	1.4809897379
-23.7500000000	-2.4000000000	612.2176518440	1.4574193331
-23.7500000000	2.2356149192	3752.2176518440	4.7974068554
-23.7500000000	2.2361625114	3742.2176518440	4.7974388784
-23.7500000000	2.2668491899	3642.2176518440	4.7931408652
-23.7500000000	2.2673967710	3632.2176518440	4.7931812010
-23.7500000000	2.2679443521	3632.2176518440	4.7930942083
-23.7500000000	2.2684919443	3632.2176518440	4.7930054821
-23.7500000000	2.4000000000	3162.2176518440	4.7268707600
-23.7500000000	2.6000000000	2442.2176518440	4.7167089795
-23.7500000000	2.8000000000	1722.2176518440	4.7069915481
-23.7500000000	3.0000000000	1002.2176518440	4.6976064489
-23.7500000000	3.2000000000	292.2176518440	4.6882181250
-23.5000000000	-3.2652064468	3752.4778094292	1.4781317537
-23.5000000000	-3.2646588657	3752.4778094292	1.4780594642
-23.5000000000	-3.2328770139	3632.4778094292	1.4767445623
-23.5000000000	-3.2323294329	3632.4778094292	1.4766703119
-23.5000000000	-3.2000000000	3512.4778094292	1.5338657492
-23.5000000000	-3.0000000000	2802.4778094292	1.5149074175
-23.5000000000	-2.8000000000	2082.4778094292	1.4947973363
-23.5000000000	-2.6000000000	1362.4778094292	1.4730666638
-23.5000000000	-2.4000000000	642.4778094292	1.4493150640
-23.5000000000	2.2334245950	3732.4778094292	4.8046613724
-23.5000000000	2.2339721760	3732.4778094292	4.8045737331
-23.5000000000	2.2345197571	3722.4778094292	4.8046121987
-23.5000000000	2.2350673381	3722.4778094292	4.8045211166
-23.5000000000	2.2356149192	3722.4778094292	4.8044282757
-23.5000000000	2.2361625114	3722.4778094292	4.8043336557
-23.5000000000	2.4000000000	3132.4778094292	4.7343237155
-23.5000000000	2.6000000000	2412.4778094292	4.7239004023
-23.5000000000	2.8000000000	1692.4778094292	4.7139584689
-23.5000000000	3.0000000000	982.4778094292	4.7041299863
-23.5000000000	3.2000000000	262.4778094292	4.6948196416
-23.2500000000	-3.2328770139	3662.8724765778	1.4689300199
-23.2500000000	-3.2323294329	3662.8724765778	1.4688543436
-23.2500000000	-3.2317818518	3662.8724765778	1.4687797003
-23.2500000000	-3.2312342708	3662.8724765778	1.4687060167
-23.2500000000	-3.2000000000	3542.8724765778	1.5263887435
-23.2500000000	-3.0000000000	2832.8724765778	1.5072965488
-23.2500000000	-2.8000000000	2112.8724765778	1.4870427498
-23.2500000000	-2.6000000000	1392.8724765778	1.4651522235
-23.2500000000	-2.4000000000	672.8724765778	1.4412230556
-23.2500000000	2.2334245950	3702.8724765778	4.8116599297
-23.2500000000	2.2339721760	3702.8724765778	4.8115712799
-23.2500000000	2.2345197571	3702.8724765778	4.8114809306
-23.2500000000	2.2350673381	3692.8724765778	4.8115188560
-23.2500000000	2.2356149192	3692.8724765778	4.8114250234
-23.2500000000	2.2361625114	3692.8724765778	4.8113294181
-23.2500000000	2.4000000000	3102.8724765778	4.7417558667
